sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,modo_empleo,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,estado
IS-2-080,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.",Incaspray 2 8 Gal,IS-2,8 Gal,,Maderas,Tapiceria,,0,1,,1111120383,incaspray-2-8-gal,products/incaspray-2/080-01.jpg,products/incaspray-2/080-02.jpg|products/incaspray-2/080-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-2-150,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.",Incaspray 2 15 Gal,IS-2,15 Gal,,Maderas,Tapiceria,,0,1,,1111120136,incaspray-2-15-gal,products/incaspray-2/150-01.jpg,products/incaspray-2/150-02.jpg|products/incaspray-2/150-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-2-530,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.",Incaspray 2 53 Gal,IS-2,53 Gal,,Maderas,Tapiceria,,0,1,,1111120152,incaspray-2-53-gal,products/incaspray-2/530-01.jpg,products/incaspray-2/530-02.jpg|products/incaspray-2/530-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-375,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 375cc,IS-FT,375cc,,Maderas,Tapiceria,,0,1,,1111120104,incaspray-forte-375cc,products/incaspray-forte/375-01.jpg,products/incaspray-forte/375-02.jpg|products/incaspray-forte/375-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-750,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 750cc,IS-FT,750cc,,Maderas,Tapiceria,,0,1,,1111120109,incaspray-forte-750cc,products/incaspray-forte/750-01.jpg,products/incaspray-forte/750-02.jpg|products/incaspray-forte/750-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-002,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 2L,IS-FT,2L,,Maderas,Tapiceria,,0,1,,1111120116,incaspray-forte-2l,products/incaspray-forte/002-01.jpg,products/incaspray-forte/002-02.jpg|products/incaspray-forte/002-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-003,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 3L,IS-FT,3L,,Maderas,Tapiceria,,0,1,,1111120117,incaspray-forte-3l,products/incaspray-forte/003-01.jpg,products/incaspray-forte/003-02.jpg|products/incaspray-forte/003-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-045,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 4.5 Gal,IS-FT,4.5 Gal,,Maderas,Tapiceria,,0,1,,1111120127,incaspray-forte-4-5-gal,products/incaspray-forte/045-01.jpg,products/incaspray-forte/045-02.jpg|products/incaspray-forte/045-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-080,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 8 Gal,IS-FT,8 Gal,,Maderas,Tapiceria,,0,1,,1111120383,incaspray-forte-8-gal,products/incaspray-forte/080-01.jpg,products/incaspray-forte/080-02.jpg|products/incaspray-forte/080-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-150,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 15 Gal,IS-FT,15 Gal,,Maderas,Tapiceria,,0,1,,1111120136,incaspray-forte-15-gal,products/incaspray-forte/150-01.jpg,products/incaspray-forte/150-02.jpg|products/incaspray-forte/150-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-FT-530,Incaspray Forte,"s un adhesivo libre de tolueno, con alta fuerza inicial y final.",Incaspray Forte 53 Gal,IS-FT,53 Gal,,Maderas,Tapiceria,,0,1,,1111120152,incaspray-forte-53-gal,products/incaspray-forte/530-01.jpg,products/incaspray-forte/530-02.jpg|products/incaspray-forte/530-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-375,Incaspray TAP,,Incaspray TAP 375cc,IS-TA,375cc,,Maderas,Tapiceria,,0,1,,1111120104,incaspray-tap-375cc,products/incaspray-tap/375-01.jpg,products/incaspray-tap/375-02.jpg|products/incaspray-tap/375-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-750,Incaspray TAP,,Incaspray TAP 750cc,IS-TA,750cc,,Maderas,Tapiceria,,0,1,,1111120109,incaspray-tap-750cc,products/incaspray-tap/750-01.jpg,products/incaspray-tap/750-02.jpg|products/incaspray-tap/750-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-002,Incaspray TAP,,Incaspray TAP 2L,IS-TA,2L,,Maderas,Tapiceria,,0,1,,1111120116,incaspray-tap-2l,products/incaspray-tap/002-01.jpg,products/incaspray-tap/002-02.jpg|products/incaspray-tap/002-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-003,Incaspray TAP,,Incaspray TAP 3L,IS-TA,3L,,Maderas,Tapiceria,,0,1,,1111120117,incaspray-tap-3l,products/incaspray-tap/003-01.jpg,products/incaspray-tap/003-02.jpg|products/incaspray-tap/003-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-045,Incaspray TAP,,Incaspray TAP 4.5 Gal,IS-TA,4.5 Gal,,Maderas,Tapiceria,,0,1,,1111120127,incaspray-tap-4-5-gal,products/incaspray-tap/045-01.jpg,products/incaspray-tap/045-02.jpg|products/incaspray-tap/045-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-080,Incaspray TAP,,Incaspray TAP 8 Gal,IS-TA,8 Gal,,Maderas,Tapiceria,,0,1,,1111120383,incaspray-tap-8-gal,products/incaspray-tap/080-01.jpg,products/incaspray-tap/080-02.jpg|products/incaspray-tap/080-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-150,Incaspray TAP,,Incaspray TAP 15 Gal,IS-TA,15 Gal,,Maderas,Tapiceria,,0,1,,1111120136,incaspray-tap-15-gal,products/incaspray-tap/150-01.jpg,products/incaspray-tap/150-02.jpg|products/incaspray-tap/150-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-TA-530,Incaspray TAP,,Incaspray TAP 53 Gal,IS-TA,53 Gal,,Maderas,Tapiceria,,0,1,,1111120152,incaspray-tap-53-gal,products/incaspray-tap/530-01.jpg,products/incaspray-tap/530-02.jpg|products/incaspray-tap/530-03.jpg,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,"Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola",,,,,,,
IS-LT-080,Incaspray LT,,Incaspray LT 8 Gal,IS-LT,8 Gal,,Maderas,Espumas,,0,1,,1111121683,incaspray-lt-8-gal,products/incaspray-lt/080-01.jpg,products/incaspray-lt/080-02.jpg|products/incaspray-lt/080-03.jpg,ADHESIVO SPRAY PARA GRANDES SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Libre de Tolueno Alta resistencia final,"Preparar: asegure superficies limpias, secas y libres de polvo, grasa o aceites. 2. Aplicar: aplique una película delgada y uniforme con brocha, espátula o pistola sobre ambas superficies",,,,,,,
IS-LT-530,Incaspray LT,,Incaspray LT 53 Gal,IS-LT,53 Gal,,Maderas,Espumas,,0,1,,1111121652,incaspray-lt-53-gal,products/incaspray-lt/530-01.jpg,products/incaspray-lt/530-02.jpg|products/incaspray-lt/530-03.jpg,ADHESIVO SPRAY PARA GRANDES SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Libre de Tolueno Alta resistencia final,"Preparar: asegure superficies limpias, secas y libres de polvo, grasa o aceites. 2. Aplicar: aplique una película delgada y uniforme con brocha, espátula o pistola sobre ambas superficies",,,,,,,
LA-LF-120,Lamifort,,Lamifort 120cc,LA-LF,120cc,,Maderas,Multiusos,,0,1,,1111720102,lamifort-120cc,products/lamifort/120-01.jpg,products/lamifort/120-02.jpg|products/lamifort/120-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-375,Lamifort,,Lamifort 375cc,LA-LF,375cc,,Maderas,Multiusos,,0,1,,111172010104,lamifort-375cc,products/lamifort/375-01.jpg,products/lamifort/375-02.jpg|products/lamifort/375-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-750,Lamifort,,Lamifort 750cc,LA-LF,750cc,,Maderas,Multiusos,,0,1,,111172010109,lamifort-750cc,products/lamifort/750-01.jpg,products/lamifort/750-02.jpg|products/lamifort/750-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-002,Lamifort,,Lamifort 2L,LA-LF,2L,,Maderas,Multiusos,,0,1,,111172010116,lamifort-2l,products/lamifort/002-01.jpg,products/lamifort/002-02.jpg|products/lamifort/002-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-003,Lamifort,,Lamifort 3L,LA-LF,3L,,Maderas,Multiusos,,0,1,,111172010117,lamifort-3l,products/lamifort/003-01.jpg,products/lamifort/003-02.jpg|products/lamifort/003-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-005,Lamifort,,Lamifort 5L,LA-LF,5L,,Maderas,Multiusos,,0,1,,111172010187,lamifort-5l,products/lamifort/005-01.jpg,products/lamifort/005-02.jpg|products/lamifort/005-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-040,Lamifort,,Lamifort 4 Gal,LA-LF,4 Gal,,Maderas,Multiusos,,0,1,,111172010126,lamifort-4-gal,products/lamifort/040-01.jpg,products/lamifort/040-02.jpg|products/lamifort/040-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-080,Lamifort,,Lamifort 8 Gal,LA-LF,8 Gal,,Maderas,Multiusos,,0,1,,1111720183,lamifort-8-gal,products/lamifort/080-01.jpg,products/lamifort/080-02.jpg|products/lamifort/080-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-LF-530,Lamifort,,Lamifort 53 Gal,LA-LF,53 Gal,,Maderas,Multiusos,,0,1,,1111720152,lamifort-53-gal,products/lamifort/530-01.jpg,products/lamifort/530-02.jpg|products/lamifort/530-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y LAMINADOS,Unión multi-material Unión uniforme Alta fuerza inicial y final Fácil aplicación,"Preparar: Lije las superficies y asegúrese de que estén limpias y secas. 2. Aplicar: Aplique una capa uniforme del adhesivo en ambas caras a unir con brocha y espátula. 3. Secado: Espere entre 10 y 15 minutos. En materiales porosos, aplique una segunda capa tras el secado de la primera (mín. 10 min)",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y de penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361,"P210: Mantener alejado del calor, superficies calientes, chispas, llamas al descubierto y otras fuentes de ignición. No fumar. P233: Mantener el recipiente herméticamente cerrado. P280: Usar guantes/ropa de protección/equipo de protección para los oj",1
LA-MD-750,Madefort,,Madefort 750cc,LA-MD,750cc,,"carpinteria, laminacion y tapiceria",,,0,1,,1111140609,madefort-750cc,products/madefort/750-01.jpg,products/madefort/750-02.jpg|products/madefort/750-03.jpg,PEGUE DE MADERA-FÓRMICA TRIPLEX-AGLOMERADOS,Alto tack inicial y final Ideal proceso post-formado Ideal para pegues curvos,"Preparar: Limpie y seque las superficies. Elimine polvo, grasa o aceite. Lije si es necesario. 2. Aplicar: Con brocha, cepillo o espátula, cubra ambas superficies. En materiales porosos, aplique una segunda capa tras 10 min. 3. Secado: Espere 10-15 min (máx. 80 min) antes de unir. 4. Unir: Junte las",,Para más información consulte en www.grupoincap.com.co,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H335: Puede irritar vías respiratorias. H336: Puede provocar somn,"P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO provocar vómito. P303+P361+P353: PIEL/PELO: quitar ropa contaminada, enjuagar con agua/",1
LA-MD-003,Madefort,,Madefort 3L,LA-MD,3L,,"carpinteria, laminacion y tapiceria",,,0,1,,1111140117,madefort-3l,products/madefort/003-01.jpg,products/madefort/003-02.jpg|products/madefort/003-03.jpg,PEGUE DE MADERA-FÓRMICA TRIPLEX-AGLOMERADOS,Alto tack inicial y final Ideal proceso post-formado Ideal para pegues curvos,"Preparar: Limpie y seque las superficies. Elimine polvo, grasa o aceite. Lije si es necesario. 2. Aplicar: Con brocha, cepillo o espátula, cubra ambas superficies. En materiales porosos, aplique una segunda capa tras 10 min. 3. Secado: Espere 10-15 min (máx. 80 min) antes de unir. 4. Unir: Junte las",,Para más información consulte en www.grupoincap.com.co,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H335: Puede irritar vías respiratorias. H336: Puede provocar somn,"P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO provocar vómito. P303+P361+P353: PIEL/PELO: quitar ropa contaminada, enjuagar con agua/",1
LA-MD-045,Madefort,,Madefort 4.5 Gal,LA-MD,4.5 Gal,,"carpinteria, laminacion y tapiceria",,,0,1,,1111140127,madefort-4-5-gal,products/madefort/045-01.jpg,products/madefort/045-02.jpg|products/madefort/045-03.jpg,PEGUE DE MADERA-FÓRMICA TRIPLEX-AGLOMERADOS,Alto tack inicial y final Ideal proceso post-formado Ideal para pegues curvos,"Preparar: Limpie y seque las superficies. Elimine polvo, grasa o aceite. Lije si es necesario. 2. Aplicar: Con brocha, cepillo o espátula, cubra ambas superficies. En materiales porosos, aplique una segunda capa tras 10 min. 3. Secado: Espere 10-15 min (máx. 80 min) antes de unir. 4. Unir: Junte las",,Para más información consulte en www.grupoincap.com.co,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H335: Puede irritar vías respiratorias. H336: Puede provocar somn,"P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO provocar vómito. P303+P361+P353: PIEL/PELO: quitar ropa contaminada, enjuagar con agua/",1
LA-MD-080,Madefort,,Madefort 8 Gal,LA-MD,8 Gal,,"carpinteria, laminacion y tapiceria",,,0,1,,1111140183,madefort-8-gal,products/madefort/080-01.jpg,products/madefort/080-02.jpg|products/madefort/080-03.jpg,PEGUE DE MADERA-FÓRMICA TRIPLEX-AGLOMERADOS,Alto tack inicial y final Ideal proceso post-formado Ideal para pegues curvos,"Preparar: Limpie y seque las superficies. Elimine polvo, grasa o aceite. Lije si es necesario. 2. Aplicar: Con brocha, cepillo o espátula, cubra ambas superficies. En materiales porosos, aplique una segunda capa tras 10 min. 3. Secado: Espere 10-15 min (máx. 80 min) antes de unir. 4. Unir: Junte las",,Para más información consulte en www.grupoincap.com.co,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H335: Puede irritar vías respiratorias. H336: Puede provocar somn,"P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO provocar vómito. P303+P361+P353: PIEL/PELO: quitar ropa contaminada, enjuagar con agua/",1
